,content,label
257,それは大失敗です。大切なプレゼン中に商品が動かなくなるのは最悪です。Send me to Heavenというゲームをしたことはありますか?,1
258,さて、しかしあなたのキャリアのためには、私はあなたがもっとプロに見える必要があると思います。そもそもそういうことを考えたことはありますか？,1
259,私たちはあらゆる種類のさまざまな買い物について話すことができましたが、トレーダージョーズから始めました。 トレーダージョーズで買い物しますか？,1
260,それは知りませんでした。その映画を見たことはありますか?楽しいですか?,1
261,スマートスピーカーはある？ 私はアレクサを使っている...しかし、アレクサは時々私をぞっとさせる。,0
262,なんと言いますか、何かをやっていて、感情とか色んなことについて話して学校にいる振りをしていて、キャサリンは、どうやって、と言いますか、あなたと彼氏のファーストキスはいつでしたかって感じで、私は,1
263,はい;）私のものも。 そのボーカルは素晴らしかったよ！ ;）...大恥だったよ...,0
264,誰かがノームを盗んだんですか?誰がノームを盗むんですか?友達を探しているTravelocityのノームだったのでしょうか?,1
265,ロックバンドでソニック？彼はそのためのヘアカットをしていると思うね。彼はおそらくホワイトスネイクにも加わることができただろうに。,0
266,DJ Huでも何でも、自分を褒めてあげよう。,0
267,私は自分のメモを持っているが、それは私たちがしなければならないことがまだあることを意味する。,0
268,あなたとしばらく連絡が取れなくなる、というのはあなたとの関係が永遠に終わったということではありません。わかりませんが、どう思いますか？,1
269,でも午後遅くにあんなに時間があるなんて変な感じでした、分かりますよね、そのあとは一日中仕事の日が来ます。,1
270,それは恐ろしいほど長いですね。話せて楽しかったです。良い一日を過ごしてください。,1
271,私にはそんな家族が沢山いますよ、人生について教えてくれて、人生を見せてくれます,1
272,ああ、なんてことだ、それがスピードアップしたとき、私はとても不安になり、まず間違いなく次の数ピースで負けそうになったよ。先日、スパイハンターのことを考えていたんだ。そのゲームをしたことはある？,0
273,蛇が全然いないのでニュージーランドは理想的だと思います,1
274,ともかくそれが盗難を防ぐと考えています。はっきり言えるのは、車のどこにでも火炎放射器を取り付けることができるということです。そうすれば、泥棒がドアに近づいて来ても阻止できます。,1
275,または、モールに行って、心配事を片付けてください。 そして1か月後、クレジットカードの明細書の内容を見ると、前以上に心配を抱えることになります。,1
276,私は、バージニア大学の友人が娘とセフレで、情報を交換したりして、かなり親しい友人だ。,0
277,ええ。Priceの怪我についてはどう思いますか?,1
278,私も、双子がいるので最近は休む時間がなかなかないけど、双子は出かけることが多くなって、はは、私は長時間インターネットをしている。,0
279,はい、私はそれについて考えるだけで心が痛い。エドガー・アラン・ポーは古典詩人で、彼の詩「大鴉」の出版では9ドルしか手に入れていないんだ。,0
280,はい、兄に娘ができたのだ。,0
281,私はわかっているよ、そしてその漫画は事実上私の生活の大きな部分を占めるようになったんだ。,0
282,小さい頃レゴで遊びましたか？,1
283,妻の母親とは仲良くしているが、自分の父親とはあまり仲良くしていない、というようなことだ。,0
284,同感です。悲しいですね。今夜はあなたと話せて楽しかったです！,1
285,そう、動物園に連れて行きます、分かりますよね,1
286,シャキーラです。もちろん、第一に彼女は私のすべてのコンピュータが私を混乱させたこの空気の泡のようものに対処できない。,0
287,それはすごくいいですね!新しい番組を探しているなら、Nat Geo Wildで、ゲーム・オブ・スローンズのパロディーですが、ライオンを追いかける番組があります!,1
288,親父がマニーが死んだとメールしてきた 叔父さんのことはずっと知っていたが、マニーには会ったことはなかった,0
289,私はそれを見ていませんが、あなたの言葉を信じます。,1
290,ええ、私たちは単一支払者制度があったらいいのにと思う、健康保険はとても複雑な時がある。誰も病院に行って破産するべきではないよ,0
291,私も話せて良かったです。おしゃれを楽しんでくださいね。私もそうします。,1
292,妻の様子を見てからメールを送る。,0
293,物事に取り組むこととか、価値観を教える必要があります、言っていること分かりますかね？,1
294,こんなに高いのには驚いたよ。 多分1パーセントだと思っていたよ。 私は通常それを自分で読むことはないからね。,0
295,ジェドは自分のキャリアについて語り続けていたのが気になった。私が旅行に出たら、私のキャリアはどうなるのだろう。,0
296,かなりすごいと思います。マインクラフトはしますか?,1
297,はい、私の考えは正確だ。 少なくとも準備はできている。 国連は万一に備えて緊急時対応計画を立てているよ！,0
298,自分の中で、怒りや抵抗感が強くなっているのがとてもよくわかった。,0
299,あなたと同感です。それは数年前に起こった。トランプ支持者がそれを見つけてソーシャルメディアに投稿したと書かれています。それは奇妙に思えます...,1
300,何てこと！ なぜそんなに払うんですか？,1
301,でもそれなら、あなたの創造性を授業に導入することができるのもいいことですが、教材がたくさんあるので時間が足りないこともあります。,1
302,あなたが思っているような金額が彼らから支払われていない、ハ。 たぶん私達は、ヘビがいないニュージーランドに移住すべきだね。,0
303,車の後ろに座っていて、道路に集中する必要はありません。 年間の運転時間に対し、生産性がどのように上がるかです。,1
304,それが低品質として（積み上げられて）いるなら、ご察知のように、私の怒りが爆発するだけです。さて、あなたの好きな映画のジャンルは何ですか？,2
305,乾いたティーバッグを臭い靴やスポーツバッグに入れると、不快な臭いを吸収するよ。私は実際に私のスノーボードブーツでこれを試したが、本当に効果があるんだ。,0
306,私は、毎日余裕がないので、毎日やることがたくさんあるが、食べ物の質の低さは私にとって驚きだ。,0
307,それは見逃しませんでしたよ。どのテレビゲームがお好きでしたか?その研究の背後にいるのはJane McGongiaiというゲームデザイナーでしたが、最高でしたね。,2
308,それが出たとき、私は高校生だった。朝、授業の前に友人のマッスルカーに座ってサザンカンフォートを飲んでいた時にラジオでそれが流れていたのを覚えているよ、（笑）,0
309,私とロドニーは肩と肩をぶつけ合い、今でも私の肩はカチカチになってるの。診てもらったこともないし 直してもらったこともない。わかる？,0
310,まあ、それは各自の選択です。誰もあなたに強制しないし、あなたの頭に銃をつきつけて、この装置をあなたの家に置くように強制などしていません。誰もアマゾンから何でも買うように強制していません。自分の意志で選んでいます。,1
311,本当にすごいです!ところでどんな動物が好きですか?私は犬が大好きです。,1
312,私たちの犬は私と配偶者の間に横たわっている。彼らは私たちの緩衝地帯だ。夫は私に腹を立てながら目を覚ますのが常だった、犬たちがとても優しく横たわっているので、今では怒ることができない。,0
313,いえ、それは知りませんでした！つまり、あなたのAndroidがGoogleマップに、道路上の交通量の速さを伝えているのかもしれませんね。そうやって交通量を計算しているんですね。,1
314,ええ、彼女は私の友人だ。,0
315,そして、それはそのようなスポットの中でも特にお気に入りなのだ。また、私はメキシカンがとても好きなので、彼らは時々、私のお気に入りのメキシカンレストランに行く,0
316,私にピッタリだ。本当に気に入っている。,0
317,ほら、社会科見学とか運動会の日みたいに、ほら、運動会の日,0
318,私は自分の中でそれを持ち出す必要はない、間違って反応するからだ。このような状況に備えて、自分がどのような反応をするのかを把握しておく必要がある。わかる？,0
319,私はそれは見てないと思います。私はマーベル作品にあまり詳しくありません。クリス・プラットがテレビ番組の「パークス・アンド・レクリエーション」に出ていたのは知りませんでした。見たことはありますか？,1
320,私はかつてBimboという名前のコリーを飼っていた。 それは素晴らしい質問だね。,0
321,それを考えるとびっくりするよ！私たちは本当に他のすべてと比較してとても小さいよ,0
322,例のところ、洗面所に行くと、オイルや香りなどで身ぎれいにすることができます、誰もが本当に素晴らしい香りがしました、とても衛生的で素晴らしかったです。,1
323,mineは、起床時に断食時間をのばし、その朝食を食べずにできるだけ長く過ごすと言っている。,0
324,本当に？なぜ人々はあなたのカーペットに来ると思いますか？,1
325,私のは？そう、私は「ホーダーズ」を見ている。,0
326,私もそうですが、次の店まで長時間待つのだが、それが一番の出費になってしまう。,1
327,小さいものは問題ないが、あるサイズを超えると大違いだ。 ゴキブリにはパニックになるよ。,0
328,生粋のプエルトリコ人ではない私とジョーの家族は、実際にプエルトリコ文化圏の人と結婚し、叔父の多くがそうであったように、プエルトリコ人の妻を持っているの。,0
329,それは馬鹿げている、私のコンピューターはかなり新しいが、それが何ギガバイトあるのか知らないよ！,0
330,私も話せて楽しかったですよ!,1
331,そのとおりだ。Send Me To Heavenというゲームを聞いたことがある？,0
332,はは。おかしいよ。シーフードは食べない。小さい頃、母に鮭をあまりにも頻繁に食べさせられて、鮭に飽き飽きしたんだよ。はは#firstworldproblems。,0
333,私の動物に対する考えは、個人的には、動物が好きで最初にそれを使い始めた人は、それで死んでも仕方がないと思っているが、やっぱり私はこれまで、そのように考えたことはなかった。,0
334,電話では、あなたのようにグーグルだよ。 ラップトップでは、あまり使用しないけれどコルタナだ。 男性のSiri、つまりイギリス人の男がいるとは知らなかったよ。,0
335,私の名前は彼の父に因んで付けられた。,0
336,笑 、知ってる、アジアの野生のトラよりもアメリカでペットとして飼われているトラの数の方が多いと思うよ,0
337,うーん、よくわかりませんが、正直に言うと計算までどうやってするんですか？,1
338,ところで、あなたの方の窓、開いていますか？閉めていただけますか？うん、すごく鬱陶しいです。それで聞いている人が聞きやすくなると良いですけど。,2
339,あなたの推測は私のものと同じくらい良いよ！ 私はそれを調べに行くつもりだ。あなたと話せて 嬉しかったよ！,0
340,私は料理が大好きだ。私の好きな休日、サンクスギビングのための料理、食事の計画を立て、すべてをオーブンに収めるのはテトリスのようなものだ。,0
341,その通りだ。私の家族もそんな感じだ,0
342,はい、ポロシャツはテニス選手のために発明されたと思うよ。私自身ポロシャツが好きだ。あなたは？,0
343,私はそこに行きたいよ。 私はマンガも読むのが好きだった。,0
344,ひいお爺さん、言っていること分かりますよね、そういうものです,1
345,私たちは眠ることができなくなります。明らかに、セキュリティチームはこれに対処するための設備が整っていません。これは私たちが3度目に電話する必要もないほど、ばかげています。,1
346,はい。 私は主にカードのアートワークが好きだ。 ワールドシリーズの野球を観戦するよりは間違いなく良いよ。 私の祖父はそれをフォールクラシックとか何とかと呼んでいたと思う。,0
347,すべてのことをするうえで、家族が何よりも第一であり、その考えを実行し、それに従うことは、私にとって世界を意味する。,0
348,私たちは街に出て食事をした、私達はスペイン語は話せないが、私より夫のスペイン語の方が上手で、トイレやタクシーを見つけることができた。,0
349,私自身犬好きだよ。 イスタンブールには野良犬用の水の自動販売機があり、同時にリサイクルを奨励しているのがとても良いと思うね。 ここアメリカでは少し努力が足りない,0
350,好きです。子供たちが私の家族とアニメとかを沢山観たり、そういうことをしたりするのが好きです、ドラゴンボールとか,1
351,まったくあなたと同感ですが、一方で、それはある意味すばらしくて、映画をより現実的にしています。ミッション:インポッシブル/フォールアウトは現実性からはかなりほど遠いです。,1
352,そうじゃないといいですが!そうじゃなければそこに行って自分が止めます!ボルダーがやっていることをするべきです。そうすれば世話のいらないペットを所有できないようになります,1
353,それはかなり面白いです。彼らは3万ドルばかりのお金は間違いなく持っているので、それは原則から外れているに違いありません、私は彼らがおそらくそれをサポートしたくないんだと思います？どう思いますか,1
354,それは別のことです。彼らはいつも予想外のことをするので、あなたは機転を利かせなければなりません。,1
355,一人でいるときは、自分が一番の標的になる。すべての人が挑戦する。すべてのラクダが、だ。,0
356,私の同僚はドミニカ人で、彼女は素晴らしい人だが、私の文化とは完全に矛盾しているので、彼女の文化を受け入れるのは難しい。,0
357,情報をすべてあなたのメールに送りたいので、あなたのメールを教えてもらえますか？,1
358,そうですね。アメリカンビューティー以来彼を映画で見ていません。たまにNetflixで映画を見ますが、あなたはどうですか?,1
359,あなたが私に自分のことを教えてくれたら私はそれに返信します。,1
360,ええ、確かに完全に偽物だ。私が映画で好きなのは、パリ、ロンドン、カシミールなどさまざまな場所で繰り広げられるからだ。,0
361,感想を聞こうと思っていました。ジャック・ブラックは、元々はコメディーと思われていたグリーン・ランタンに出演する予定だったんです。,1
362,それでね、週40時間以上働いたことがあるかどうか、いろいろと彼らに聞かれたよ。,0
363,私たちはまだ若かったので、何が起こるかわからないとワクワクしていた。当時の友人は、万が一に備えてバットを持ってこようと言った。,0
364,レギンスのようなものが多いので、それをたくさん持っている。母からもらった古いスタイルのドレスパンツとは対照的な,0
365,それは私にとっても非常に怖いことで、いつも心の奥底で彼らがどうしているかを考えている。,0
366,それはちょっとカッコいい、皆があまり真剣に考えすぎないのが好きだ。 カニエがSNLで自分をからかったときのように。 彼がもっとやってくれさえしたらいいんだが。,0
367,セリーナ・ウィリアムズについてどう思いますか?,1
368,あなたが私に言うまで私はしていませんでした！レゴは、2015年にフェラーリに代わり世界で最も強力なブランドとなりました。,1
369,ええ、それは興味深い、今世紀の終わりまでにヘリウムがなくなるのは怖いよ。電子機器の製造にとって非常に重要であることを私は知っている。,0
370,今、あなたのお金を取り戻すのは簡単です、しかし当時それは全く大変なことだったんですよ,1
371,アベニューAの2つ目の通りに韓国のデリがあって、そこにGracefullyがオープンして、それで稼げるようになったのだ。,0
372,本当に？ きっと野生種だったに違いないよ。 それについて深く知る必要があるとは思わなかったね。 さっきまでウェイン・ルーニーについて話していた。,0
373,では、電気通信であなたの生活はどのように改善されましたか？,1
374,ではあなたが2番目に好きなのは何ですか,1
375,犬がどれほどポインティングを良く理解できるか気付きませんでした。指を差すと、犬は指に従うなんてすごいですね,1
376,ここに何かメモを書いて、自分の旅の番号を書いておこう。,0
377,いいや、それともう一つの論点は、あなたが自分のことをもっと良く思う,0
378,それを全部やらないといけないんです。違いはあるかもしれませんが、大したことではありません。あなたの話題についてもっと聞かせてください。,1
379,売るのと同時に、本当に低コストで製造しなければならないといったことです。,1
380,心をコンピューターにアップロードするにはものすごくお金がかかるでしょうね。結局最後まで残るファンは多くはないと思います。,1
381,私は彼らが好きだよ！彼は私を笑わせてくれる。私はコーニーグーフボールコメディが好きだ。同じ理由で、テレビでサード・ロック・フロム・ザ・サンを見るのが好きだったね。,0
382,私も見逃したし、リンキンパークをライブで見る機会も逃したよ。彼らは2001年だけで324回のコンサートを行っている。,0
383,それはあなたにとっては違っていて、私は「なぜ私にとっては違うの？と聞くと、彼らは「結婚式で歩き回っていると、あなたはウェディングパーティーの参加者だと思われるから」と言う。,0
384,うーん。狩りはしますか？それともあなたの地域では鹿は保護されていますか？そういうことを制限している場所はたくさんあります。,1
385,それでは、ここで得たものを見てみましょう。しかし、第一に、あなたのパーティーはどうでしたか？,1
386,親とかそういう人たちは良い人ですか？あなたを悩ませるでしょう,1
387,衣類は二酸化炭素排出量が石油に次ぐものであるので、中国から来るこれらすべての安価な衣類に注目する必要があります。,1
388,ええ、言っていること分かりますよね。言葉。,1
389,すごい。 私のお気に入りのディズニー映画は、ビッグ・ヒーロー・シックスかインクレディブルのどちらかだと思う。,0
390,猫はリラックスしていて、ただベッドの下に座っているだけです。それで、触って欲しいと、触らせてくれます,1
391,それはないだろう。そんなことになるとは思ってもいないだろう。,0
392,私たちが一緒に過ごしたのはほんの数ヶ月で、その後私は別の町に引っ越しました。その後に私が、ねえ、あなたのためにアジア旅行を予約しようとしていますが、一緒に来ます？みたいな,1
393,確かに、謙虚を装った自慢、社会的な比較ですね。心に良くありません。外に出て、楽しいことをしたほうがいいですよ。,1
394,エンジニアのようになってほしいと彼らに言われた。科学だよ。何て言ったらいいか。しかし、私は自分の道を見つけた。私が言っいるてことが分かるだろう。言葉。,0
395,私も。ハルクのふりをしてロキになるように設定しているのではないかと聞いたよ。それは驚くべきひねりだよね。,0
396,仕事に行かなければ、言いたいのは、仕事を優先させます、仕事をしないといけません,1
397,夏休みに稼いだお金で、マンハッタンの友人の家に泊まった。,0
398,急場をしのぎ雨の中で生活費を稼ぐのに役立ちます。それはよかったです。生活費を稼いだり、食費を節約する必要はもうありません,1
399,ええ、私の、私と仕事をしていた時に、私は一度だけ,0
400,昔プレーしていたことがあります。トム・ハンクスの弟がテレビゲームでウッディーの声をしていたんですか?,1
401,ええ、教えてくれ。さあ、その話をしてくれ、兄弟,0
402,そういえば、高校2年か3年のとき、クリスマスに家族でオーランドに行ったことがあったわね。,0
403,なるほど、忙しすぎにならないように言いましたよね。,1
404,銀行口座に数字のゼロがたくさんあれば心配ない。 子供も孫も心配しなくてすむ。,0
405,私は彼らが巣を作ったり修理したりするためにクモの巣を盗むことを知っている。蜘蛛の巣にひっかかると、びっくりするよ 笑。,0
406,それをいくつか私は無料で入手できるようになるだろう、そして私は大嘘をつくのが大好きだ！,0
407,自分でコメディーを見たいのだが、どのくらいのカロリーが消費されるんだろうと思うよ。抽象芸術と言えば、いろんなダンスを見たことはある？,0
408,コンピューターで同時に友達のことを確認したり、子供や知っている仲間とやりとりをしたりするのと同じような方法で、多くの人がニュースを入手しているのが現実です。,1
409,私は一度だけ乗馬をしたことがありますし、馬がたくさんいる地域に住んでいます。美しい動物ですね。あなたは？,1
410,何も入力することはできませんが、私たちのプログラムでは、既定のコメントを選択できます。そのため、あなたは子供が注意散漫だったと答えることができます、また彼らがタスクから離れていたと言うこともできます、,1
411,ええ、それを試すべきです、今年の賞はどんな驚きがあるでしょうか！,1
412,ちょっといい。面白いことに、もうすぐフットボールシーズンが終わるというのに、まるでそれが終わったかのようになってしまうんだ。フットボールシーズン中はテレビを見ているが、フットボールシーズンが終わると私はまるで,0
413,洗濯物を洗ったり、皿を洗ったりとかしますが、飲みたくはないんですね。それで、皆ボトル入りの水を飲んでいます。,1
414,プレイステーションで野球のゲームをしたことはありますか?,1
415,そして彼は言った。私の両親はホロコーストを経験したけど、私が子供の頃に教えられた唯一のことは、私たちは前に進むためにすべてを放棄したということだった。,0
416,笑、はい、それは2017年1月からずっとだ。私はiphoneが大好きだ。他のみんなと同じように、ほとんど一日中側にもっているよ。,0
417,私のお気に入りのポップソングは「伝説のチャンピオン」で、実際には科学者のグループによって最もキャッチーな曲として選ばれている。,0
418,ええ、プレイステーション2は私のお気に入りだ！そして、プレイステーション3について言えば、非常にパワフルだったので、ブラックホールの研究に使用されていたようだね,0
419,あなたが信じているそれは、深く考えたものですか？,1
420,世の中には常にお金があって、常に新しいキャンペーンがあって、やることのできる新しいことは常にありますが、その家族がそこにいて、支えてくれることこそがすべてですよね。,1
421,祝日。最高だ。新しい犬はいない。両親とくつろいだ。,0
422,あまり。 私は出不精だ。 しかし椅子に座ったままでインターネットは私をどこにでも連れて行ってくれる。 あなたは旅行好き？,0
423,それは驚きだよ。トム・クルーズをどう思う？,0
424,ええ、家族はいつもそばにいてくれますね、特にお母さんとお父さん。お母さんはいつも面倒を見てくれます,1
425,彼らの人生でその段階まで成長して、色んなことに直面します、ほら,1
426,ヤギがストックオプションを取得した場合は、サインしてくれ。草を食べられるよ。私は誇りに思っていない。,0
427,子供たちを怖い映画に連れていくのが好きなんだ。そうすれば、子供たちは私と一緒に美術館に行って楽しんでくれるようになるからね。,0
428,たぶんそうですね。私は好みはありませんが、あなたはどうですか?,1
429,なるほど、ですから私は独身でいながら人と交流するようにと言います、誰の感情を傷つけることも心配しなくていいですし、自分の感情が傷つく心配もありません,1
430,知っているよ。また、日本ではペットの数より15歳未満の人口が少ないと思うよ。,0
431,安全に気をつけ、性感染症などから身を守ってください。,1
432,MTVで放送された彼女の「Cribs」のエピソードを見たことがありますか？彼女は超特別です。,1
433,よくわからないが私にはなんだか不気味に聞こえるよ！まるでフィクションの作品のようだ！誰かの想像の世界のように！,0
434,あなたのお仕事は？積極的にリサイクルをしていますか？いや、ニューヨーク市内のほとんどのレストランはリサイクルなんて気にしていないようです。全部ゴミに捨ててしまいます。,1
435,Airbnbはどこに泊まるかとか、交通手段を考えるのが好きなんだが、バンコクとかは調べていなかった。それが友人との初めての海外旅行だった。,0
436,今年またはあなたの人生の中で他に好きな映画はありますか？,1
437,バスケットボールのコーチ、彼はあなたの家族になります、分かりますかね,1
438,あなたの上司と話せますか？,1
439,本当に代理人なしで自分の音楽を人に送ることができます、分かりますよね,1
440,私も。 でも、彼は夜私をベッドから押し出しそうになっても、謝らないのよ。 私が寝ている間、他の小さな犬が私の腕に抱きついているわ。,0
441,どうしてあなたは電話でそれをしませんか？あなたは何が好きではありませんか？,1
442,聞きたかったのは、あなたは友人がドバイに住んでいるので、訪れたんですか？あなたは気づきました、あなたはスークについて何かを言っていました。それについては言えません、なぜかわかりませんが,1
443,確かに。でもゲームはテレビよりも否定的に見られます。それで、子どもがゲームで遊ぶ時間を法律で制限している国もあります。,1
444,それは2017年か2018年のどちらかです。あなたや誰かがアクセスできるなら、Netflixにあります。,1
445,思わず人のアパートに入って彼らを連れていき、「ごめん、短期で借りてて、持って行ってしまった」と言いたくなるような場面もあるよ。,0
446,そして、私、彼女、おばあちゃん、両親、そしてジョー、なぜかジャッキーがいなかったのだが、とても楽しかった[それは本当に奇妙で楽しかった。,0
447,私はサムという名前の男性に苦手意識を持っていたが、それは乗り越えた。とにかく、彼女はデートを始めた。彼女は私より1歳年上で、私が2年の時に3年生になった。,0
448,僕が金持ちになったら、まず父にスーパーボールのチケットを買ってあげたい。素敵だろうと思う。そんなことをするのは,0
449,何も言われないことの方が珍しいのではないだろうか。,0
450,私は何も言わず、ただ黙っていた。でも、マイアミに来たからには何か食べないといけないと自分に言い聞かせて、行ってきた。,0
451,他店の多くの価格と比較して、本当に安いものがたくさんあるので、正直、食料品の買い物の9割はそこでしている。,0
452,あちこち動き回って、自分が責任を持って母の面倒を見なきゃと思うようになった。,0
453,いや、あなたの兄弟でも自分でもありませんが、あなたのいとこが,0
454,私の父は弁護士で、私を一生法曹界に引き込もうとしていた。私の母はセラピストよ。,0
455,ええ、私はその映画を見たことはありませんが、ひどい内容だったと聞きました。もうひとつおかしいほど酷い映画はラバーというホラー映画です。見たり聞いたりしたことがありますか？確実にラジー賞ものです。,1
456,昨日はとても暖かかった。あんなに暖かかったのに、急に気温が下がると、余計に寒く感じてしまう。今にも風邪をひきそうで、ひいたみたいだわ。,0
457,あなたはあなたの番号を他の誰かに移さなければならないでしょう、そして彼らも同じでした、私はあなたがその番号を何のために必要とするのか分かりません？,1
458,ロビン・ウィリアムズは、漫画の分野でいつも私のお気に入りだったよ。彼がアニメの声優というトレンドを始めたのを嬉しく思う。そのおかげでいい映画が増えた。,0
459,しかし同時に、それは返品するだけで、それは私が返品する品の金額だ,0
460,そして、ホテル自体はそれよりもはるかに簡単だと思うが、まだ整理整頓ができていない。いい？,0
461,信じる。その靴は上品だね。私はおそらく何度も履くだろう。 （笑）,0
462,最近、オーストラリア人の声からイギリス人の声に切り替えた。女性に対し飽きずに関心を持ち続ける必要があるからね!,0
463,はは、はい、それは残念だ、私もしなかったよ。ちなみに日本に行ったことはある？どうやら野球はあそこでは非常に盛んなようだよ,0
464,間違いなく、私の夫は何年も同じスポーツコートを着てる！,0
465,私はそれを使ったことはないよ、私はiPhoneを持っているので、楽しいね。 アレクサは使っていないよ、自分を見張られるのが怖いから。,0
466,私の人生の色んなステージで、ほら、家族、努力、献身、忠実、正直さ。だから私の子供たちがそれを学んで自分たちの家族を大切にしてくれれば,0
467,次の話題に移ろう、私の最後の休暇のことだ。,0
468,子供の頃好きなディズニー映画は何でしたか？,1
469,私は才能は遺伝すると思います。どんな性格が必要ですか？頭の中で動きや対抗手段を考えて何時間もすごしたり。,1
470,私は少し弾くことができるよ、自分の部屋には電子ピアノがあってコンセントをさしたままだ。,0
471,ええ、そうでしょうね、皆自分の考えがあります、分かりますかね、皆自分のスタイルがあります,1
472,ビデオをもう一度見ると、それがどれほど正確であるかは注目に値する。 私はそれを聞いたことはありませんでしたが、オーストラリア人の友人はよく知っていました。,1
473,ASPCAの仕事に応募したが、残念ながら自活できるほどの報酬は得られないと思う。,0
474,家に同じようなルールがあるんだ...笑,0
475,何も。フェデラーがサーブの時にテニスボールを私の頭にめがけて当てた可能性があり、私はそのサーブに数分間気づかなかったことはまず間違いない...,0
476,私はDVDプレーヤーを持っていない。なぜ私がDVDを全部持ち歩くのだろう？,0
477,いいえ、トルコには行ったことはありませんよ。あなたはありますか?,1
478,あなたの食事の習慣は何ですか？食事の習慣はありますか？,1
479,それは奇妙なことだ - あなたが聴衆なしでコンサートをするかどうか疑問に思うよ - 聴衆なしにコンサートをするなんて、本当にコンサートかい？,0
480,私は礼儀正しいアフリカ人だ。私は自分自身を口承歴史家または賛美歌手だと思っている,0
481,両方ともリサーチしないといけないね。それから、私の友人は、ブラックフライデーの頃か何かだったと思う。,0
482,はい、私も！明らかに5000年前の靴の方が現代の靴よりも機能が優れている。彼らがどうやってその技を見つけたのか知りたいよ。,0
483,やばいですね。言わせていただくけど、将来の孫たちに聞かせるすごい話ができますね。,2
484,そういうわけで、あなたの口が動いてから10分経っても声が聞こえないので、時々インターネットテレビが私には役に立たないんです。台無しになります。どうすればいいのかわかりません。,1
485,ラストサムライは見ていない。彼らがTGの続編を作っていると聞いた - 評判はどうだろうね？,0
486,個人的には私だ。 いつでもサードロックを見たい。 しかし、それらの他の番組は当時非常に人気があったね。,0
487,私自身はギターが苦手だが、彼は素晴らしい。彼がピックにコインを使っていることも知っている。,0
488,やってみることと、値段を下げます。Airbnbではあまりクーポンを見かけませんので。行くとお金を返してくれません、みたいな,1
489,彼は大丈夫だと思うが、私は彼が好きなわけではないんだ。でも私も大人だ、はは。第二次世界大戦中、彼は児童書から手を引いて政治的なことをしたようだが、私はそれを知らなかったよ。,0
490,お見合いをしたことはありますか？,1
491,私も！でもこれは楽しそうだね。作家が小説の最悪の冒頭文を競う毎年恒例の文学コンテストがある。朝目が覚めると…,0
492,悪役が好きなら、彼らはあなたのスーパーヒーローですね。,1
493,ええ、それで少しお腹が空いたよ。 あなたはマイケル・ジャクソンが好きだった？,0
494,実は彼はダンス選手権で優勝したことがあったはずですよ!武術は、自分の身を守るために使われるダンスの動きだと思います,1
495,私の目の前には、カートのように巨大な女の子がいて、彼女はそこに移動し、スタッフと私は彼女がサイドペアとダイレクトスウェットを引張り出すのを見ていた。,0
496,彼は私に電話をかけてきて、私に来るよう頼んだ。私はカフェで働いていたが、彼らは私の助けを必要としていた。,0
497,はい、確かに、今週末私を考えさせる興味深い事実だね。話せて楽しかったよ。ありがとう、そして素敵な週末を。,0
498,特に、あなたの家族とは違って、彼の場合は、私たちの誰も、いわばその道をたどることができないのではと思います。,1
499,私はそれに驚いた。私は母のことを疑ったことはないけど、父は正統派で育った。父は今でも正統派で、ラビであり、保守的なユダヤ教神学校で教えている。,0
500,はは、私もだ！色とりどりの服を着ているそうだ。いつも白黒を着ていると思っていたのでびっくりしたよ。,0
501,おお、かわいい、救助犬が一番いいことが多い！私は犬が亡くなったらクローンを作りたいと思っている。彼らは以前、猫のクローンを作っていたことがあるが、もう猫は作っていない,0
502,じゃあ叔母と叔父は何人いますか,1
503,ロッテン・トマトは評価を知るのに適したサイトだと思いますか,1
504,私もそのゲームのことを聞いたことはないよ。毎日のタスクをこなすことであなたが良くなるゲームがある。私はそれをするために自分用のAIデバイスを作るべきだね！,0
505,確かに彼はしないね。 しかし、彼が私に巨大な犬を思い出させるので、私はいつもチューバッカが好きだったよ。 は！ 犬といえば、象と犬だけが指差しを理解する動物だというのは素晴らしいと思うよ！,0
506,それについて教えてよ。アジアの野生の虎よりも、アメリカでペットとして飼われている虎の方が多いようだよ。,0
507,また、私とは全く違うので、彼と会話をしているだけで、その違いを確認することができて楽しく、またコーヒープロジェクトの成功も祝えた。,0
508,面白いです。ゲームをして手根管症候群になったことがありますか?,1
509,私の友人は、キッチンカーをやることを真剣に考えていた。彼女と彼女のボーイフレンドがして、彼女は何でも料理するつもりだったのだが,0
510,家族とはどのくらいの頻度で会うものだろうか？私の場合年に2回くらいだね。私の両親は,0
511,私が好きな奇妙なラップソングがあったが、私にとってはそれは文化だ。 私はほとんどのラッパーがいる環境ではなく、彼らの視点を理解できない。,0
512,私は最近、コーヒーを断った。もっと水を飲もうと思っても、スパークリングウォーターがないと生きていけないんだ。なんだかよくわからないね。,0
513,私の古い友人がそこで働いていた。面白い。,0
514,彼氏の家族が好きだと思いますか？,1
515,OK、はい、それは私が読んだものだよ...そして誰かに説明してもらいたいね、代理の使用が実際にどのように機能するか...,0
516,これは素晴らしいことです。私がギリシャに行ったのは、本当に親しい友人が彼女の夫と話をすることになっていたからだ。,0
517,有名人のアン・ハサウェイの名前はそこから来ているのかと思ったよ。ポカホンタスとシェイクスピアが同じ時代に生きていたなんて知らなかった！彼らは私には別の時代に生きていたように思えた。,0
